gender,industry,state,year,final_income,recommendation
female,Accommodation & food services,VIC,2025,1357.9725109623978,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Accommodation & food services,VIC,2026,1412.6073775935802,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Accommodation & food services,VIC,2027,1467.242244224748,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Accommodation & food services,VIC,2028,1521.8771108559304,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Accommodation & food services,VIC,2029,1576.5119774871127,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Accommodation & food services,VIC,2030,1631.1468441182806,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Accommodation & food services,WA,2023,1346.4187750842684,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Accommodation & food services,WA,2024,1401.0536417154362,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Accommodation & food services,WA,2025,1455.6885083466186,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Accommodation & food services,WA,2026,1510.323374977801,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Accommodation & food services,WA,2027,1564.9582416089688,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Accommodation & food services,WA,2028,1619.5931082401512,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Accommodation & food services,WA,2029,1674.2279748713336,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Accommodation & food services,WA,2030,1728.8628415025014,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,ACT,2023,1630.8127663253545,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Administrative & support services,ACT,2024,1685.4476329565368,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Administrative & support services,ACT,2025,1740.0824995877192,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Administrative & support services,ACT,2026,1794.717366218887,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Administrative & support services,ACT,2027,1849.3522328500694,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Administrative & support services,ACT,2028,1903.9870994812518,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Administrative & support services,ACT,2029,1958.6219661124196,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Administrative & support services,ACT,2030,2013.256832743602,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Administrative & support services,NSW,2023,1487.8231194237305,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,NSW,2024,1542.457986054913,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,NSW,2025,1597.0928526860953,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,NSW,2026,1651.727719317263,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,NSW,2027,1706.3625859484455,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,NSW,2028,1760.9974525796279,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,NSW,2029,1815.6323192107957,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,NSW,2030,1870.267185841978,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,NT,2023,1438.993198119104,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,NT,2024,1493.6280647502863,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,NT,2025,1548.2629313814687,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,NT,2026,1602.8977980126365,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,NT,2027,1657.5326646438189,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,NT,2028,1712.1675312750012,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,NT,2029,1766.802397906169,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,NT,2030,1821.4372645373514,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,QLD,2023,1418.999340362745,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,QLD,2024,1473.6342069939128,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,QLD,2025,1528.2690736250952,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,QLD,2026,1582.9039402562776,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,QLD,2027,1637.5388068874454,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,QLD,2028,1692.1736735186278,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,QLD,2029,1746.8085401498101,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,QLD,2030,1801.443406780978,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,SA,2023,1348.8496151641593,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,SA,2024,1403.4844817953417,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,SA,2025,1458.1193484265095,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,SA,2026,1512.754215057692,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,SA,2027,1567.3890816888743,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,SA,2028,1622.023948320042,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,SA,2029,1676.6588149512245,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,SA,2030,1731.2936815824069,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,TAS,2023,1302.9954793439101,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,TAS,2024,1357.6303459750925,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,TAS,2025,1412.2652126062749,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,TAS,2026,1466.9000792374427,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,TAS,2027,1521.534945868625,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,TAS,2028,1576.1698124998074,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,TAS,2029,1630.8046791309753,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,TAS,2030,1685.4395457621576,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,VIC,2023,1476.1010800521908,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,VIC,2024,1530.7359466833732,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,VIC,2025,1585.3708133145556,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,VIC,2026,1640.0056799457234,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,VIC,2027,1694.6405465769058,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,VIC,2028,1749.2754132080881,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,VIC,2029,1803.910279839256,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,VIC,2030,1858.5451464704383,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,WA,2023,1592.667598134518,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,WA,2024,1647.3024647657003,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,WA,2025,1701.937331396868,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,WA,2026,1756.5721980280505,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,WA,2027,1811.2070646592329,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,WA,2028,1865.8419312904007,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,WA,2029,1920.476797921583,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Administrative & support services,WA,2030,1975.1116645527654,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Arts & recreation services,ACT,2023,1720.4014506619424,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Arts & recreation services,ACT,2024,1775.0363172931247,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Arts & recreation services,ACT,2025,1829.6711839243071,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Arts & recreation services,ACT,2026,1884.306050555475,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Arts & recreation services,ACT,2027,1938.9409171866573,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Arts & recreation services,ACT,2028,1993.5757838178397,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Arts & recreation services,ACT,2029,2048.2106504490075,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Arts & recreation services,ACT,2030,2102.84551708019,"Congratulations, your future income is roughly in line with the average. If you're looking to earn more, consider moving to another state or choosing a different industry."
female,Arts & recreation services,NSW,2023,1571.4290088635462,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Arts & recreation services,NSW,2024,1626.0638754947286,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Arts & recreation services,NSW,2025,1680.698742125911,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Arts & recreation services,NSW,2026,1735.3336087570788,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Arts & recreation services,NSW,2027,1789.9684753882611,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Arts & recreation services,NSW,2028,1844.6033420194435,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Arts & recreation services,NSW,2029,1899.2382086506113,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Arts & recreation services,NSW,2030,1953.8730752817937,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Arts & recreation services,NT,2023,1516.0513988133898,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
female,Arts & recreation services,NT,2024,1570.6862654445722,"Unfortunately, your predicted income is significantly below the average. This is only a prediction and not indicative of your actual income. If you want to increase your earnings, you could consider relocating or switching industries. Best of luck!"
